Date (mm.dd.yyy)	Time 24hr	Temp C	Sp Cond (uS/cm)	pH (mV)	pH	Trubidity (NTU)	Chlorophyll (ug/L)	Chlorophyll RFU	ODOSat%	ODO (mg/L)	BGA-Phycocyanin RFU	FDOM RFU
9/5/2017	18:45	24.04	2071	-129.1	8.72	71.38	13.7	3.8	95	7.95	0.6	3
9/5/2017	19:00	23.82	2069	-128	8.7	71.05	10.9	3.1	90.4	7.59	0.6	3.1
9/5/2017	19:15	23.76	2068	-127.6	8.69	80.09	12.9	3.7	89.8	7.55	0.6	3.1
9/5/2017	19:30	23.64	2067	-127.1	8.68	46.98	8	2.3	86.3	7.28	0.5	3.1
9/5/2017	19:45	23.56	2067	-126.8	8.68	54.1	10.1	2.9	85.3	7.2	0.5	3
9/5/2017	20:00	23.49	2067	-126.6	8.68	31.61	10	2.9	84	7.1	0.5	3
9/5/2017	20:15	23.42	2066	-126	8.67	77.62	10	2.9	82.3	6.96	0.5	3
9/5/2017	20:30	23.4	2066	-125.6	8.66	40.36	9	2.6	82.2	6.96	0.5	3
9/5/2017	20:45	23.35	2065	-126	8.67	82.48	11.9	3.4	81.7	6.92	0.5	3
9/5/2017	21:00	23.32	2066	-126	8.67	70.03	11.8	3.3	81.4	6.9	0.6	3
9/5/2017	21:15	23.27	2065	-125.7	8.66	146.57	10.5	3	80.5	6.83	0.5	3
9/5/2017	21:30	23.23	2065	-125.5	8.66	59.39	10.9	3.1	79.8	6.78	0.5	3
9/5/2017	21:45	23.19	2065	-125.5	8.66	33.95	11.7	3.3	79.3	6.74	0.6	2.9
9/5/2017	22:00	23.18	2065	-125.4	8.66	32.85	11.3	3.2	79	6.72	0.5	2.9
9/5/2017	22:15	23.15	2066	-125.1	8.65	62.09	11.8	3.4	78.5	6.68	0.6	2.9
9/5/2017	22:30	23.11	2066	-125.1	8.65	36.64	8	2.3	77.9	6.63	0.5	2.9
9/5/2017	22:45	23.08	2065	-125	8.65	44.4	17.1	4.8	77.6	6.61	0.6	2.9
9/5/2017	23:00	23.09	2065	-124.9	8.65	54.93	13.4	3.8	77.5	6.59	0.6	2.9
9/5/2017	23:15	23.07	2065	-124.8	8.65	95.88	9.9	2.8	76.8	6.54	0.6	2.9
9/5/2017	23:30	23.05	2065	-124.6	8.64	53.17	11.7	3.3	76.3	6.5	0.6	2.9
9/5/2017	23:45	23.03	2065	-124.2	8.64	84.34	11.2	3.2	75.6	6.45	0.7	2.9
9/6/2017	0:00	23	2065	-124.2	8.64	48.32	12.1	3.4	75.1	6.4	0.6	2.9
9/6/2017	0:15	22.99	2066	-123.8	8.63	82.96	12	3.4	74.3	6.33	0.6	2.8
9/6/2017	0:30	22.98	2066	-123.8	8.63	79.72	10.3	3	73.9	6.3	0.6	2.8
9/6/2017	0:45	22.97	2066	-123.6	8.63	81.74	11	3.1	73	6.23	0.6	2.8
9/6/2017	1:00	22.93	2066	-123.6	8.63	46.35	12.8	3.6	73.4	6.26	0.6	2.9
9/6/2017	1:15	22.91	2066	-123.6	8.63	91.74	11	3.1	73.1	6.25	0.6	2.9
9/6/2017	1:30	22.89	2066	-123.5	8.62	52.24	17.5	4.9	72.3	6.18	0.6	3
9/6/2017	1:45	22.9	2066	-123.2	8.62	85.92	12	3.4	72.8	6.22	0.6	3
9/6/2017	2:00	22.9	2066	-123.2	8.62	85	7.5	2.2	72.1	6.16	0.6	2.9
9/6/2017	2:15	22.87	2067	-123.4	8.62	76.46	12.7	3.6	72.8	6.22	0.6	3
9/6/2017	2:30	22.85	2067	-123.3	8.62	74.11	11.7	3.3	72.8	6.23	0.6	2.9
9/6/2017	2:45	22.83	2067	-123.1	8.62	115.61	12.3	3.5	72.4	6.19	0.6	2.9
9/6/2017	3:00	22.82	2067	-123.2	8.62	53.85	12.9	3.7	72.7	6.22	0.7	3
9/6/2017	3:15	22.81	2067	-122.8	8.61	99.4	6.5	1.9	72	6.16	0.6	2.9
9/6/2017	3:30	22.8	2067	-123.1	8.62	58.31	10.6	3	72.3	6.19	0.6	2.9
9/6/2017	3:45	22.78	2068	-122.8	8.61	82.86	10.6	3	72.3	6.19	0.6	2.9
9/6/2017	4:00	22.77	2068	-123.1	8.62	80.8	10	2.9	72.1	6.18	0.6	2.9
9/6/2017	4:15	22.76	2068	-122.8	8.61	84.53	10.4	3	71.9	6.16	0.6	2.9
9/6/2017	4:30	22.74	2068	-122.8	8.61	51.11	11.3	3.2	71.2	6.1	0.6	2.9
9/6/2017	4:45	22.71	2068	-122.8	8.61	90.29	11.7	3.3	71.5	6.13	0.6	2.9
9/6/2017	5:00	22.68	2068	-122.5	8.61	73.46	8.6	2.5	71.1	6.1	0.6	2.9
9/6/2017	5:15	22.68	2068	-122.5	8.61	93.92	9.9	2.8	70.4	6.04	0.6	3
9/6/2017	5:30	22.65	2068	-122.5	8.61	57.79	16.3	4.6	70	6.01	0.6	3
9/6/2017	5:45	22.64	2068	-122.6	8.61	93.54	8.9	2.6	70.3	6.04	0.6	3
9/6/2017	6:00	22.63	2068	-122.7	8.61	53.65	8.8	2.5	70.5	6.05	0.6	3
9/6/2017	6:15	22.62	2068	-122.5	8.61	89.59	12.2	3.5	69.7	5.99	0.6	3
9/6/2017	6:30	22.62	2068	-122.6	8.61	61.13	11.3	3.2	70.2	6.03	0.6	3
9/6/2017	6:45	22.59	2068	-122.7	8.61	82.23	9.4	2.7	70.1	6.03	0.7	3
9/6/2017	7:00	22.59	2068	-122.5	8.61	78.14	8.5	2.5	69.6	5.98	0.6	3
9/6/2017	7:15	22.56	2068	-122.4	8.61	88.86	12.6	3.5	69.7	5.99	0.7	3
9/6/2017	7:30	22.54	2068	-122.6	8.61	53.9	9.2	2.7	69.4	5.97	0.6	3
9/6/2017	7:45	22.54	2068	-122.6	8.61	83.28	10	2.9	69.5	5.98	0.6	3
9/6/2017	8:00	22.53	2069	-122.6	8.61	71.65	12	3.4	69.9	6.01	0.5	3
9/6/2017	8:15	22.51	2069	-122.6	8.61	84.45	12.7	3.6	70.5	6.07	0.6	3
9/6/2017	8:30	22.49	2069	-122.6	8.61	75.62	10.1	2.9	70.6	6.08	0.6	3
9/6/2017	8:45	22.5	2069	-122.3	8.61	95.24	8.2	2.4	70.3	6.05	0.6	3
9/6/2017	9:00	22.49	2069	-122.5	8.61	90.46	15.1	4.2	70.6	6.08	0.6	2.9
9/6/2017	9:15	22.49	2069	-122.5	8.61	110.41	9.8	2.8	70.5	6.07	0.6	2.9
9/6/2017	9:30	22.49	2069	-122.7	8.61	75.21	11.7	3.3	71.3	6.14	0.6	2.9
9/6/2017	9:45	22.51	2069	-122.4	8.61	80.19	6.9	2	70.7	6.09	0.6	2.9
9/6/2017	10:00	22.52	2069	-122.7	8.61	66.61	11.3	3.2	70.5	6.07	0.5	2.9
9/6/2017	10:15	22.53	2069	-122.7	8.61	73.39	10	2.9	70.4	6.06	0.6	3
9/6/2017	10:30	22.57	2069	-123	8.62	58.37	12.7	3.6	71.5	6.15	0.7	3
9/6/2017	10:45	22.61	2069	-123.2	8.62	110.01	12.1	3.4	72.8	6.26	0.7	3
9/6/2017	11:00	22.62	2069	-123.3	8.62	66.14	19.2	5.3	73.3	6.29	0.7	2.9
9/6/2017	11:15	22.65	2068	-123.7	8.63	174.41	22.8	6.3	74	6.35	0.8	3
9/6/2017	11:30	22.64	2068	-123.7	8.63	89.83	21.6	6	74.4	6.39	0.7	3
9/6/2017	11:45	22.72	2067	-124.9	8.65	127.32	30.5	8.4	77.8	6.67	1.1	2.9
9/6/2017	12:00	22.74	2068	-125.1	8.65	44.21	22.7	6.3	78.7	6.75	0.9	3
9/6/2017	12:15	22.83	2067	-126.3	8.67	72.76	25.7	7.1	82.1	7.02	1.2	3
9/6/2017	12:30	22.83	2067	-127.3	8.69	63.79	40.2	11	85.2	7.29	1.4	3
9/6/2017	12:45	22.87	2067	-127.6	8.7	90.62	55.7	15.2	86.8	7.42	1.3	3
9/6/2017	13:00	22.9	2067	-128	8.7	65.21	61	16.6	88.4	7.55	1.3	3
9/6/2017	13:15	22.84	2066	-126.9	8.69	147.01	37.8	10.3	83.6	7.15	1	3
9/6/2017	13:30	22.86	2066	-128	8.7	58.18	25	6.9	88.5	7.56	1	3.1
9/6/2017	13:45	22.81	2065	-126.4	8.68	74.2	17.6	4.9	84.8	7.26	0.7	3.1
9/6/2017	14:00	22.95	2065	-127	8.69	46.47	15.8	4.4	85.8	7.33	0.7	3.1
9/6/2017	14:15	22.93	2064	-126.8	8.68	85.98	13.7	3.8	85.2	7.28	0.7	3.1
9/6/2017	14:30	23.07	2062	-127.2	8.69	54.35	11.1	3.2	85.2	7.25	0.7	3.1
9/6/2017	14:45	23.17	2059	-127.7	8.7	89.98	9.2	2.6	85.1	7.23	0.6	3.1
9/6/2017	15:00	23.16	2059	-128.2	8.71	35.34	13.7	3.9	88.3	7.51	0.6	3.1
9/6/2017	15:15	23.25	2067	-128.1	8.7	85.76	8.7	2.5	88.9	7.54	0.6	3.1
9/6/2017	15:30	23.07	2061	-127.5	8.69	41.35	13.8	3.9	84.7	7.21	0.7	3.2
9/6/2017	15:45	23.61	2072	-128.7	8.71	73.68	7	2.1	88.8	7.49	0.6	3.1
9/6/2017	16:00	23.85	2088	-129.9	8.73	39.15	11	3.1	93.6	7.86	0.5	3
9/6/2017	16:15	23.66	2056	-130.1	8.73	67.43	8.1	2.4	93.9	7.91	0.6	3.1
9/6/2017	16:30	24.04	2065	-130.6	8.74	48.41	7.9	2.3	97.8	8.18	0.5	3
9/6/2017	16:45	23.88	2058	-130.4	8.74	83.2	16.8	4.7	96.1	8.06	0.6	3
9/6/2017	17:00	23.77	2058	-130.5	8.74	44.11	12.6	3.6	97.1	8.16	0.7	3.1
9/6/2017	17:15	23.74	2060	-131	8.75	84.49	11.2	3.2	97.7	8.22	0.7	3.2
9/6/2017	17:30	23.59	2063	-129.3	8.72	31.72	11.8	3.3	93.3	7.87	0.7	3.1
9/6/2017	17:45	24.08	2067	-129.9	8.73	69.56	13.7	3.9	95	7.93	0.6	3.1
9/6/2017	18:00	23.69	2072	-130.9	8.75	58.78	11.8	3.3	100	8.42	0.6	3.2
9/6/2017	18:15	24.09	2072	-130.3	8.74	95.72	11.2	3.2	98.5	8.23	0.7	3.1
9/6/2017	18:30	24.17	2060	-133.8	8.8	45.7	21.4	5.9	108	9.01	0.8	3.1
9/6/2017	18:45	23.89	2067	-131.1	8.75	84.8	12.4	3.5	101.3	8.5	0.8	3.1
9/6/2017	19:00	24.07	2067	-132.3	8.77	38.1	13	3.7	105	8.78	0.7	3.1
9/6/2017	19:15	24.02	2062	-131.3	8.75	79.19	14.2	4	98	8.19	0.6	3.1
9/6/2017	19:30	24.62	2075	-132.4	8.77	62.83	9.8	2.8	108.2	8.95	0.6	3.1
9/6/2017	19:45	24.57	2074	-131.8	8.76	72.32	11.7	3.3	107	8.86	0.6	3.1
9/6/2017	20:00	24.4	2072	-131.3	8.75	82.06	13.5	3.8	105.2	8.74	0.6	3.1
9/6/2017	20:15	24.06	2071	-129.7	8.73	125.27	10.6	3	98.5	8.24	0.5	3.2
9/6/2017	20:30	23.98	2071	-129.6	8.72	72.5	13.4	3.8	97.3	8.15	0.5	3.2
9/6/2017	20:45	23.93	2070	-129.2	8.72	126.33	9.4	2.7	96.1	8.05	0.5	3.2
9/6/2017	21:00	23.86	2069	-129.1	8.72	71.63	6.7	2	95.3	8	0.5	3.2
9/6/2017	21:15	23.83	2070	-129.1	8.72	146.82	7.2	2.1	95.2	7.99	0.5	3.2
9/6/2017	21:30	23.76	2070	-128.9	8.71	47.75	8.2	2.4	94.1	7.91	0.5	3.2
9/6/2017	21:45	23.75	2070	-128.8	8.71	122.71	9.3	2.7	93.8	7.89	0.5	3.2
9/6/2017	22:00	23.75	2070	-129	8.72	78.51	9.9	2.8	94.3	7.93	0.4	3.2
9/6/2017	22:15	23.69	2071	-129	8.72	62.94	7.6	2.2	94.5	7.96	0.5	3.2
9/6/2017	22:30	23.68	2071	-128.8	8.71	46.42	7	2.1	94.1	7.92	0.5	3.2
9/6/2017	22:45	23.64	2071	-128.6	8.71	75.7	5.9	1.8	93	7.84	0.4	3.2
9/6/2017	23:00	23.59	2071	-128.5	8.71	52.95	7	2.1	92.8	7.82	0.5	3.3
9/6/2017	23:15	23.58	2071	-128.2	8.7	108.71	7.2	2.1	92.6	7.81	0.5	3.3
9/6/2017	23:30	23.58	2072	-128.7	8.71	42.48	7	2.1	93.4	7.88	0.5	3.3
9/6/2017	23:45	23.53	2070	-128.4	8.71	76.85	10.5	3	92.4	7.8	0.5	3.3
9/7/2017	0:00	23.5	2070	-128.2	8.7	52.15	6.8	2	91.5	7.73	0.5	3.3
9/7/2017	0:15	23.46	2069	-128.2	8.7	65.94	8.4	2.4	91.2	7.71	0.4	3.3
9/7/2017	0:30	23.44	2069	-128.2	8.7	51.89	8.2	2.4	91	7.7	0.5	3.3
9/7/2017	0:45	23.43	2069	-128.2	8.7	37.74	9.1	2.6	91.3	7.72	0.5	3.3
9/7/2017	1:00	23.44	2069	-128.2	8.7	39.14	5.9	1.8	90.6	7.66	0.4	3.3
9/7/2017	1:15	23.41	2069	-127.7	8.7	37.45	13.3	3.7	90.1	7.62	0.5	3.3
9/7/2017	1:30	23.38	2069	-127.9	8.7	35.75	9.6	2.8	89.9	7.61	0.5	3.3
9/7/2017	1:45	23.32	2069	-127.6	8.69	77.85	9.5	2.7	89.3	7.57	0.5	3.3
9/7/2017	2:00	23.26	2069	-127.4	8.69	53.87	10.9	3.1	88.4	7.5	0.5	3.3
9/7/2017	2:15	23.18	2068	-126.8	8.68	72.65	8.4	2.4	86.2	7.33	0.5	3.3
9/7/2017	2:30	23.16	2068	-126.2	8.67	69.65	12.9	3.6	83.9	7.13	0.6	3.2
9/7/2017	2:45	23.12	2068	-126	8.67	40.71	8.8	2.5	82.6	7.03	0.6	3.2
9/7/2017	3:00	23.08	2068	-125.8	8.66	45.11	10.2	2.9	82	6.98	0.6	3.2
9/7/2017	3:15	23.03	2068	-125.1	8.65	35.1	14.8	4.1	79.8	6.8	0.6	3.1
9/7/2017	3:30	23	2068	-125.1	8.65	74.96	10	2.9	79.3	6.76	0.6	3.1
9/7/2017	3:45	22.97	2068	-124.9	8.65	44.45	14.8	4.2	78.7	6.71	0.6	3.1
9/7/2017	4:00	22.92	2068	-124.9	8.65	69.5	11.2	3.2	78.4	6.7	0.6	3.1
9/7/2017	4:15	22.91	2068	-124.8	8.65	58.57	11.3	3.2	78.1	6.67	0.6	3.1
9/7/2017	4:30	22.89	2068	-124.4	8.64	49.14	11.3	3.2	76.7	6.56	0.6	3.1
9/7/2017	4:45	22.85	2068	-124.1	8.64	38.93	11.9	3.4	75.5	6.45	0.6	3
9/7/2017	5:00	22.82	2067	-124.1	8.64	58.06	9.9	2.8	75.6	6.47	0.6	3
9/7/2017	5:15	22.79	2067	-123.8	8.63	53.9	14.8	4.2	74.8	6.4	0.6	2.9
9/7/2017	5:30	22.77	2068	-123.8	8.63	58.41	10.8	3.1	74.5	6.38	0.6	2.9
9/7/2017	5:45	22.73	2067	-124	8.63	50.99	8.3	2.4	74.6	6.4	0.6	3
9/7/2017	6:00	22.71	2067	-123.6	8.63	66.8	10.7	3.1	73.6	6.31	0.7	2.9
9/7/2017	6:15	22.69	2067	-123.5	8.63	71.03	10.6	3	73.1	6.27	0.6	2.9
9/7/2017	6:30	22.64	2067	-123.5	8.63	43.95	14.7	4.1	73	6.27	0.7	2.9
9/7/2017	6:45	22.6	2067	-123.4	8.63	60.93	10.7	3	72.8	6.25	0.7	2.8
9/7/2017	7:00	22.58	2067	-123.4	8.63	61.69	11.9	3.4	72.5	6.23	0.7	2.8
9/7/2017	7:15	22.55	2067	-123.4	8.63	55.81	7.8	2.3	72.3	6.22	0.6	2.8
9/7/2017	7:30	22.55	2067	-123.4	8.63	61.02	10.5	3	71.8	6.18	0.6	2.7
9/7/2017	7:45	22.52	2066	-123.6	8.63	39.49	15.2	4.3	72.2	6.22	0.6	2.8
9/7/2017	8:00	22.52	2066	-123.5	8.63	26.04	6.1	1.8	71.9	6.18	0.6	2.7
9/7/2017	8:15	22.49	2066	-123.5	8.63	30.78	12.2	3.5	71.8	6.18	0.6	2.8
9/7/2017	8:30	22.47	2065	-123.3	8.62	29.83	7.6	2.2	71.5	6.16	0.6	2.8
9/7/2017	8:45	22.46	2065	-123.5	8.63	65.31	11	3.1	72.1	6.21	0.7	2.8
9/7/2017	9:00	22.47	2065	-123.7	8.63	47.99	10.3	2.9	71.9	6.19	0.7	2.8
9/7/2017	9:15	22.48	2065	-123.7	8.63	51.36	10	2.9	71.9	6.19	0.6	2.8
9/7/2017	9:30	22.51	2064	-123.9	8.63	49.1	9.9	2.8	72.7	6.26	0.7	2.8
9/7/2017	9:45	22.53	2064	-123.9	8.64	68.16	17.1	4.8	72.5	6.24	0.6	2.8
9/7/2017	10:00	22.56	2064	-124.2	8.64	32.15	11.7	3.3	72.6	6.24	0.7	2.8
9/7/2017	10:15	22.59	2063	-124.3	8.64	71.25	12.6	3.6	73	6.27	0.7	2.8
9/7/2017	10:30	22.64	2063	-124.9	8.65	35.98	17.2	4.8	73.8	6.33	0.7	2.9
9/7/2017	10:45	22.75	2063	-125.5	8.66	66.92	27.9	7.7	76.2	6.53	1.1	2.9
9/7/2017	11:00	22.9	2063	-127	8.69	68.3	21.9	6.1	78.8	6.74	1.2	2.9
9/7/2017	11:15	23.07	2059	-129	8.72	74.22	29.3	8	83.3	7.1	1.2	3.1
9/7/2017	11:30	23.17	2051	-130.4	8.74	48.29	40.3	11	86.6	7.36	1.5	3.2
9/7/2017	11:45	23.15	2050	-129.8	8.73	57.84	32	8.8	84.5	7.19	0.9	3.3
9/7/2017	12:00	23.09	2051	-128.8	8.72	44.33	21.1	5.8	79.3	6.75	0.8	3.4
9/7/2017	12:15	23.04	2053	-127.9	8.7	47.24	9.8	2.8	76.6	6.52	0.7	3.3
9/7/2017	12:30	22.95	2057	-127.4	8.69	33.46	13.2	3.7	76.2	6.5	0.6	3.3
9/7/2017	12:45	22.93	2058	-127	8.69	73.91	8.2	2.4	75.2	6.42	0.5	3.3
9/7/2017	13:00	22.91	2060	-126.6	8.68	42.59	6.8	2	73.5	6.27	0.5	3.3
9/7/2017	13:15	22.86	2061	-125.4	8.66	51.98	5.3	1.6	70.4	6.02	0.5	3.2
9/7/2017	13:30	22.87	2062	-125.3	8.66	38.56	6.4	1.9	68.9	5.89	0.5	3.3
9/7/2017	13:45	22.9	2061	-125.9	8.67	56.11	5	1.5	72.5	6.19	0.4	3.3
9/7/2017	14:00	22.93	2060	-126.3	8.67	55.67	5.7	1.7	73.2	6.25	0.5	3.3
9/7/2017	14:15	23.02	2057	-127.1	8.69	64.97	6.9	2	75.9	6.47	0.5	3.4
9/7/2017	14:30	22.98	2058	-126.8	8.68	37.34	5.6	1.7	74.3	6.34	0.4	3.4
9/7/2017	14:45	22.98	2056	-126.7	8.68	69.33	5.5	1.7	76.2	6.5	0.4	3.5
9/7/2017	15:00	23.03	2054	-127.9	8.7	51.79	5.1	1.5	78.5	6.69	0.4	3.5
9/7/2017	15:15	23.03	2053	-127.2	8.69	54.21	6.2	1.8	76	6.48	0.5	3.5
9/7/2017	15:30	23.04	2053	-127.3	8.69	37.28	5.7	1.7	75.2	6.41	0.4	3.6
9/7/2017	15:45	23.05	2051	-127.5	8.69	61.96	5.8	1.7	75.7	6.45	0.4	3.6
9/7/2017	16:00	23.1	2049	-127.5	8.69	49.2	5.2	1.6	75.8	6.45	0.4	3.6
9/7/2017	16:15	23.12	2047	-127.4	8.69	41.72	5.4	1.6	75	6.38	0.4	3.7
9/7/2017	16:30	23.07	2050	-127.3	8.69	51.35	5.4	1.6	76.5	6.51	0.5	3.6
9/7/2017	16:45	23.14	2047	-128.1	8.7	45.49	5.2	1.6	76.8	6.53	0.4	3.7
9/7/2017	17:00	23.07	2051	-127.8	8.7	30.91	5.4	1.6	78.2	6.66	0.3	3.6
9/7/2017	17:15	23.32	2045	-131.3	8.76	36.13	10.4	3	91.9	7.79	0.8	3.8
9/7/2017	17:30	24.22	2039	-135.5	8.82	28.38	26	7.2	108.2	9.01	1	3.7
9/7/2017	17:45	23.71	2045	-132	8.77	52.72	16.3	4.6	96.9	8.15	0.8	3.5
9/7/2017	18:00	23.53	2047	-130.6	8.74	49.34	16.7	4.7	92.6	7.82	0.7	3.3
9/7/2017	18:15	23.46	2047	-129.9	8.73	69.24	12.8	3.6	89.7	7.58	0.7	2.9
9/7/2017	18:30	23.42	2048	-129.5	8.73	34.37	12.2	3.4	87.7	7.42	0.7	2.7
9/7/2017	18:45	23.41	2047	-129.6	8.73	52.12	16.9	4.7	88.7	7.51	0.7	2.7
9/7/2017	19:00	23.38	2047	-129.5	8.73	39.4	16.1	4.5	87.8	7.43	0.7	2.7
9/7/2017	19:15	23.37	2047	-129.8	8.73	64.24	13.8	3.9	88.4	7.49	0.7	2.6
9/7/2017	19:30	23.37	2048	-130.2	8.74	39.29	17.3	4.8	89.5	7.58	0.7	2.7
9/7/2017	19:45	23.34	2046	-130.4	8.74	58.7	21.5	6	89.9	7.62	0.7	2.6
9/7/2017	20:00	23.29	2046	-130.7	8.75	54.19	13.9	3.9	90.3	7.66	0.8	2.4
9/7/2017	20:15	23.28	2046	-130.8	8.75	47.14	14.7	4.1	90.5	7.67	0.8	2.4
9/7/2017	20:30	23.27	2043	-131.3	8.76	71.11	13.7	3.9	91.8	7.79	0.8	2.4
9/7/2017	20:45	23.28	2041	-131.4	8.76	39.65	12.9	3.6	91.1	7.73	0.8	2.5
9/7/2017	21:00	23.28	2041	-131.2	8.76	137.89	16	4.5	90.7	7.69	0.8	2.5
9/7/2017	21:15	23.24	2042	-131.3	8.76	88.43	14.2	4	91.2	7.74	0.8	2.6
9/7/2017	21:30	23.21	2041	-131.4	8.76	87.97	13.7	3.9	90.9	7.72	0.8	2.8
9/7/2017	21:45	23.19	2041	-131.2	8.76	104.04	12.5	3.5	90.3	7.67	0.7	2.8
9/7/2017	22:00	23.19	2040	-130.9	8.75	84.53	18.8	5.2	89.3	7.59	0.8	2.9
9/7/2017	22:15	23.2	2041	-131.1	8.76	65.45	13.9	3.9	89.8	7.63	0.7	2.9
9/7/2017	22:30	23.17	2041	-131.1	8.75	37.31	17	4.7	89.9	7.64	0.7	3
9/7/2017	22:45	23.17	2041	-130.8	8.75	72.61	14.6	4.1	88.9	7.56	0.8	3
9/7/2017	23:00	23.18	2042	-130.7	8.75	85.45	17.2	4.8	88.6	7.53	0.8	3
9/7/2017	23:15	23.19	2042	-130.6	8.75	60.82	15.6	4.4	87.7	7.45	0.8	3
9/7/2017	23:30	23.17	2043	-130.5	8.74	45.08	12.7	3.6	87.9	7.47	0.7	3.1
9/7/2017	23:45	23.17	2044	-130.2	8.74	76.15	10.1	2.9	86.9	7.39	0.8	3.1
9/8/2017	0:00	23.14	2044	-129.9	8.74	51.67	15.4	4.3	86	7.32	0.7	3
9/8/2017	0:15	23.14	2044	-129.4	8.73	71.46	14.5	4.1	84.5	7.18	0.7	2.9
9/8/2017	0:30	23.11	2042	-129	8.72	44.67	15.5	4.3	82.9	7.05	0.8	2.9
9/8/2017	0:45	23.08	2041	-128.7	8.71	110.03	19.3	5.4	81.9	6.97	0.9	2.8
9/8/2017	1:00	23.05	2041	-128.6	8.71	71.34	16.3	4.5	80.8	6.88	0.8	2.7
9/8/2017	1:15	23.01	2040	-128.5	8.71	99.61	14.3	4	81	6.91	0.9	2.8
9/8/2017	1:30	23	2038	-128.8	8.72	80.57	19.8	5.5	81.2	6.92	1	2.9
9/8/2017	1:45	23	2037	-129.1	8.72	98.13	21.1	5.8	81.2	6.93	1.1	2.9
9/8/2017	2:00	23	2036	-129.1	8.72	69.78	21.7	6	81	6.91	1.2	2.9
9/8/2017	2:15	23.01	2034	-129.2	8.72	58.19	22.3	6.2	80.6	6.87	1	2.9
9/8/2017	2:30	22.99	2033	-129.3	8.73	66.41	23.1	6.4	80.4	6.85	1.1	3
9/8/2017	2:45	22.96	2032	-129.5	8.73	48.56	25.3	7	81.5	6.96	1.2	3
9/8/2017	3:00	22.9	2031	-130.1	8.74	36.18	26.6	7.3	82.7	7.07	1.2	3.1
9/8/2017	3:15	22.9	2029	-130.8	8.75	86.91	27.8	7.7	84.9	7.25	1.2	3.1
9/8/2017	3:30	22.91	2028	-130.8	8.75	65.26	18.9	5.2	85.3	7.29	1.2	3.1
9/8/2017	3:45	22.87	2027	-130.9	8.75	72.76	18.2	5.1	85	7.27	1.2	3.2
9/8/2017	4:00	22.84	2025	-130.9	8.75	40.32	20.3	5.6	84.8	7.25	1.2	3.2
9/8/2017	4:15	22.84	2023	-130.8	8.75	60.39	14.3	4	84.1	7.19	1.3	3.1
9/8/2017	4:30	22.83	2021	-130.6	8.75	44.33	19.9	5.5	83.4	7.14	1.5	3.1
9/8/2017	4:45	22.83	2020	-130.6	8.75	67.9	20.3	5.6	83.1	7.11	1.5	3.2
9/8/2017	5:00	22.8	2021	-130.3	8.74	31.49	25.5	7	82.3	7.05	1.4	3.2
9/8/2017	5:15	22.79	2022	-130	8.74	65.58	28.4	7.8	81.5	6.98	1.3	3.2
9/8/2017	5:30	22.76	2020	-130	8.74	39.54	22.1	6.1	81.4	6.98	1.4	3.2
9/8/2017	5:45	22.76	2018	-129.7	8.73	81.37	35.9	9.8	80.4	6.89	1.5	3.2
9/8/2017	6:00	22.76	2017	-129.6	8.73	49.37	27.8	7.7	79.2	6.78	1.3	3.1
9/8/2017	6:15	22.7	2012	-129.1	8.72	88.17	25	6.9	77.5	6.65	1.4	3.2
9/8/2017	6:30	22.66	2009	-129.2	8.73	49.41	29	8	76.5	6.57	1.5	3.3
9/8/2017	6:45	22.65	2007	-129	8.72	156.69	27.8	7.7	75.8	6.5	1.3	3.3
9/8/2017	7:00	22.65	2005	-128.9	8.72	62.15	22.3	6.2	74.8	6.42	1.2	3.3
9/8/2017	7:15	22.68	2003	-128.4	8.71	90.75	28.6	7.9	73.3	6.29	1	3.4
9/8/2017	7:30	22.67	2001	-128	8.7	35.41	18.2	5.1	71.3	6.12	0.9	3.4
9/8/2017	7:45	22.66	1998	-127.3	8.69	99.27	14.8	4.2	69.8	6	0.9	3.5
9/8/2017	8:00	22.68	1995	-127.1	8.69	47.92	13.5	3.8	68.6	5.88	0.8	3.4
9/8/2017	8:15	22.67	1993	-126.7	8.68	76.39	10.5	3	67.7	5.81	0.6	3.4
9/8/2017	8:30	22.63	1992	-126.6	8.68	44.97	9	2.6	67.6	5.81	0.7	3.4
9/8/2017	8:45	22.57	1990	-126.4	8.68	53.1	7.8	2.3	67.5	5.8	0.7	3.4
9/8/2017	9:00	22.55	1990	-126.4	8.68	49.73	10.3	2.9	67.3	5.79	0.7	3.4
9/8/2017	9:15	22.53	1989	-126.2	8.67	65.28	8.7	2.5	66.6	5.73	0.6	3.4
9/8/2017	9:30	22.51	1989	-125.9	8.67	62.56	11.3	3.2	66	5.68	0.6	3.4
9/8/2017	9:45	22.49	1992	-125.7	8.67	58.1	11.1	3.2	65.4	5.64	0.7	3.3
9/8/2017	10:00	22.45	1998	-125.6	8.66	37.56	10.2	2.9	66.8	5.76	0.6	3.3
9/8/2017	10:15	22.46	1999	-125.3	8.66	86.91	8.6	2.5	66.2	5.71	0.6	3.2
9/8/2017	10:30	22.47	2002	-125.3	8.66	61.76	10.9	3.1	66.8	5.75	0.6	3.3
9/8/2017	10:45	22.47	2003	-124.9	8.65	37.59	11.6	3.3	65.6	5.66	0.5	3.4
9/8/2017	11:00	22.46	2004	-124.7	8.65	36.69	9.7	2.8	64.6	5.56	0.6	3.4
